CASE_T,DISTRICT,CASE_F,BUILD_NAME,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,TRANS_TARGET,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE,RENT_TYPE,RENT_PERIOD,MANAGE,RENT_SERVICE
租賃,大安區,房屋,,建國南路二段25巷26號四樓,0,,1150503,土地:建物:車位:房間個數:1,,四層,004,公寓(無電梯),,,,6.05,5,1,2,有,無,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,2,3057.85,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租雅房,115/04/27至115/05/26,無,一般轉租
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,15.84,,1150506,土地:21建物:1車位:3,D棟D5-10F號,十層,027,廠辦,商業用,見其他登記事項,,168.81,,,,無,,,10998,70,否,坡道平面3,22.56,760,,82.19,3.03,83.59,,,,,
買賣,內湖區,房地(土地+建物),,內湖路二段263巷30弄8之3號三樓,8.42,,1141107,土地:1建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,36.31,3,2,2,有,,,1150,31.67,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
買賣,萬華區,房地(土地+建物),,開封街二段64號十樓之6,1.48,,1150419,土地:1建物:1車位:,,十層,,大樓(11層含以上有電梯),見其他登記事項,,,20.77,2,1,1,有,,,2200,105.92,否,,0,0,有,,,,,,,,
買賣,文山區,房地(土地+建物),,景華街13巷6號三樓之1,9.28,,1141223,土地:1建物:1車位:,,三層,,華廈(10層含以下有電梯),住家用,,,46.65,4,2,2,有,,,2828,60.62,否,,0,0,有,,,,建築物含有：其他增建。,,,,
租賃,中山區,房屋,,德惠街23號三樓,0,,1150503,土地:建物:車位:房間個數:1,,三層,010,華廈(10層含以下有電梯),商業用,,,3.34,5,1,2,有,無,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,4431.14,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租雅房,115/05/10至116/05/09,無,一般轉租
租賃,中山區,房屋,,伊通街127之3號四樓,0,,1150505,土地:建物:1車位:房間個數:,,四層,004,公寓(無電梯),,,,27.5,3,0,3,有,無,冷氣3台、熱水器、電視機、冰箱、傢俱,6,2149.89,否,,0,0,,,,,租賃標的：含增建或未登記建物。,整棟(戶)出租,115/05/05至117/04/04,無,一般轉租
買賣,北投區,房地(土地+建物)+車位,,文林北路123號十四樓,11.38,,1110909,土地:2建物:1車位:1,,十四層,,大樓(11層含以上有電梯),見其他登記事項,,,66.81,3,2,3,有,,,6988,115.44,否,坡道平面1,8.79,290,有,,,,預售屋、或土地及建物分件登記案件。夫妻讓渡115.2.5,,,,
預售屋,文山區,房地(土地+建物)+車位,文山學,臺北市文山區木柵路一段238巷16號,5.17,,1150503,土地:12建物:1車位:1,B棟1F-B2號,一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,36.15,2,2,2,有,,,2668,90.03,否,坡道平面1,9.96,310,,15.44,1.85,18.87,,,,,
租賃,內湖區,房屋,,金龍路133號,0,,1150504,土地:建物:1車位:房間個數:,,一層,005,店面(店鋪),住商用,,,19.02,,,,無,無,無,3,1735.02,否,,0,0,,,,,,,115/07/04至120/07/03,無,
租賃,大同區,房屋,,長安西路320號,0,,1150506,土地:建物:車位:房間個數:1,,三層,004,透天厝,,,,6,18,0,17,有,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,2,0,-,,0,0,,,,,承租人：多人共同承租，共2人。,分租套房,115/05/07至117/05/06,無,一般轉租
買賣,北投區,房地(土地+建物)+車位,,文林北路129號十樓,11.38,,1110818,土地:2建物:1車位:1,,十層,,大樓(11層含以上有電梯),見其他登記事項,,,66.81,3,2,3,有,,,7300,120.13,否,坡道平面1,8.79,330,有,,,,"預售屋、或土地及建物分件登記案件。112.6.16讓渡,另加價換購車位",,,,
租賃,大安區,房屋,,安和路二段32巷31號四樓之2,0,,1150506,土地:建物:1車位:房間個數:,,四層,007,華廈(10層含以下有電梯),住家用,,,15.33,1,0,1,有,有,無,4,2609.26,否,,0,0,,,,,租金：含下列其他衍生費用：管理費。,獨立套房,115/06/19至115/12/18,有,無
預售屋,大同區,房地(土地+建物),光合織森,臺北市大同區華亭街17號,1.27,,1150504,土地:15建物:1車位:,A棟A8號,十一層,015,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,14.15,2,1,1,有,,,1778,125.65,否,,0,0,,8.27,0.63,5.25,,,,,
租賃,松山區,房屋,,八德路二段374號五樓之5,0,,1150506,土地:建物:1車位:房間個數:,,五層,012,辦公商業大樓,商業用,,,16.91,,,,無,有,冷氣1台,2,1182.73,否,,0,0,,,,,租金：含稅。,,115/05/10至116/05/09,有,
買賣,大安區,房地(土地+建物),,仁愛路四段300巷25弄5號六樓,6.59,,1150305,土地:1建物:1車位:,,六層,,華廈(10層含以下有電梯),住家用,,,35,3,2,2,有,,,4330,123.71,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。,,,,
買賣,士林區,土地,,富安段三小段0154-0000地號,15.88,,1150526,土地:1建物:0車位:,,,,,,,,0,,,,無,,,462,29.09,-,,0,0,無,,,,,,,,
租賃,南港區,房屋,,昆陽街142巷6弄2號,0,,1150501,土地:建物:車位:房間個數:1,,一層,004,公寓(無電梯),住家用,,,10,2,2,2,有,無,冷氣2台、熱水器、洗衣機、電視機、冰箱、網路、傢俱,2,2250,否,,0,0,,,,,租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租套房,115/05/02至116/05/01,無,無
買賣,中正區,房地(土地+建物)+車位,,忠孝東路二段64巷16號十五樓之8,3.44,,1101024,土地:1建物:1車位:1,,十五層,,大樓(11層含以上有電梯),見其他登記事項,,,32.81,1,2,1,有,,,3688,132.76,否,坡道平面1,7.14,280,有,,,,預售屋、或土地及建物分件登記案件。登記人名義變更。114年9月3日簽立買受人名義變更協議書，原2人共有變更為1人，買賣金額不變。,,,,
買賣,信義區,房地(土地+建物),,逸仙路26巷23號十二樓,2.73,,1150408,土地:1建物:1車位:,,十二層,,大樓(11層含以上有電梯),住家用,,,27.91,3,3,3,有,,,3070,110,否,,0,0,有,,,,,,,,
買賣,大同區,車位,,五原路15號等共有部分,0.03,,1150521,土地:1建物:1車位:1,,"一層,地下一層,地下二層,地下三層,地下四層",,,見其他登記事項,,,6.83,,,,無,,,126,0,-,坡道機械1,0,126,有,,,,僅車位交易。,,,,
買賣,北投區,土地,,開明段一小段0152-0000地號,17.85,,1150114,土地:1建物:0車位:,,,,,,,,0,,,,無,,,500,28.01,-,,0,0,無,,,,依土地法34-1辦理。,,,,
買賣,文山區,房地(土地+建物),,景興路202巷17號三樓之3,1.64,,1150409,土地:1建物:1車位:,,三層,,大樓(11層含以上有電梯),商業用,,,11.64,0,1,1,有,,,835,71.74,否,,0,0,有,,,,建築物含有：陽臺外推。,,,,
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,14.73,,1150506,土地:21建物:1車位:4,D棟D2-17F號,十七層,027,廠辦,商業用,見其他登記事項,,166.08,,,,無,,,10824,71.21,否,坡道平面4,30.08,1140,,76.15,3.09,86.84,,,,,
買賣,北投區,房地(土地+建物),,稻香路73巷1號,6.66,,1150429,土地:1建物:1車位:,,"一層,二層",,透天厝,住家用,,,6.17,5,2,2,有,,,832,0,-,,0,0,無,,,,,,,,
買賣,大安區,房地(土地+建物)+車位,,新生南路一段145號十二樓之3,2.21,,1150328,土地:1建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,屋頂突出物,騎樓,地下一層,地下二層,見其他登記事項",,大樓(11層含以上有電梯),住家用,,,19.61,1,1,1,有,,,2418,123.3,是,塔式車位1,4.85,0,有,,,,,,,,
租賃,萬華區,房屋,,富民路155巷57號三樓,0,,1150507,土地:建物:1車位:房間個數:0,,三層,004,公寓(無電梯),住家用,,,28.51,3,2,1,有,無,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,648.9,否,,0,0,,,,,其他：續租案件。,整棟(戶)出租,115/06/01至116/05/31,無,社會住宅包租轉租
買賣,萬華區,房地(土地+建物),,萬大路424巷7號二樓,8.26,,1150521,土地:3建物:1車位:,,二層,,公寓(5樓含以下無電梯),住家用,,,28.75,3,1,1,有,,,1320,45.91,否,,0,0,無,,,,,,,,
租賃,萬華區,房屋,,萬大路486巷12號三樓,0,,1150501,土地:建物:1車位:房間個數:0,,三層,007,華廈(10層含以下有電梯),住家用,,,37.79,3,2,2,有,有,冷氣4台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,4,926.17,否,,0,0,,,,,承租人：多人共同承租，共2人。,整棟(戶)出租,115/05/01至116/04/30,有,社會住宅代管
買賣,大同區,土地,,市府段一小段0091-0000地號,0.23,,1150518,土地:1建物:0車位:,,,,,,,,0,,,,無,,,9,39.13,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,
買賣,文山區,房地(土地+建物),,萬芳路8之5號六樓,21.38,,1141231,土地:2建物:1車位:,,六層,,大樓(11層含以上有電梯),見其他登記事項,,,23.81,2,2,1,有,,,2391,100.42,否,,0,0,有,,,,,,,,
買賣,士林區,房地(土地+建物),,至善路二段423號,118.58,,1150501,土地:2建物:1車位:,,"一層,二層,騎樓",,透天厝,住家用,,,64.7,7,2,3,有,,,7500,0,-,,0,0,無,,,,建築物含有：頂樓加蓋、其他增建。,,,,
預售屋,大同區,房地(土地+建物)+車位,毅聯首馥,臺北市大同區涼州街1-13號旁,3.93,,1150507,土地:43建物:1車位:1,B3棟14號,十四層,015,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,46.15,3,2,2,有,,,4655,115.07,否,坡道平面1,8.26,295,,22.71,2.45,20.98,,,,,
買賣,內湖區,土地,,康寧段四小段0517-0009地號,272.95,,1150527,土地:1建物:0車位:,,,,,,,,0,,,,無,,,1776,6.51,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地,,,,
租賃,信義區,房屋,,松仁路253巷3弄3號三樓,0,,1150506,土地:建物:車位:房間個數:1,,三層,004,公寓(無電梯),住家用,,,4,4,2,1,有,無,冷氣1台、網路、傢俱,1,3625,否,,0,0,,,,,租金：含下列其他衍生費用：網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。其他：續租案件。,分租雅房,115/06/05至116/06/04,無,一般轉租
租賃,松山區,房屋,,東興路28號七樓,0,,1150505,土地:建物:1車位:房間個數:,,七層,016,辦公商業大樓,見使用執照,,,87.4,5,0,0,有,有,冷氣1台,14,1588.22,否,,0,0,,,,,租金：含稅。租賃標的：租賃期間有約定不同租金-租期為三年，民國115年6月1日起至民國118年5月31日止，民國115年5月16日起至民國115年5月31日止為免租金裝潢期，期間水、電、管理費由乙方負擔。。,,115/05/16至118/05/31,有,
預售屋,北投區,房地(土地+建物)+車位,華固創?園區,臺北市北投區八仙里北投路一段11號,14.38,,1150506,土地:21建物:1車位:3,D棟D1-15F號,十五層,027,廠辦,商業用,見其他登記事項,,155.35,,,,無,,,10265,71.2,否,坡道平面3,22.56,810,,74.35,3.03,77.97,,,,,
租賃,中山區,房屋,,中山北路三段53之4號六樓,0,,1150427,土地:建物:1車位:房間個數:,,六層,008,華廈(10層含以下有電梯),商業用,,,6.95,,,,無,無,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,2,2446.04,否,,0,0,,,,,,獨立套房,115/05/01至116/04/10,無,一般轉租
租賃,信義區,房屋,,松仁路202巷2弄7號四樓,0,,1150506,土地:0建物:車位:房間個數:1,,四層,004,公寓(無電梯),住家用,,,3.03,4,1,2,有,無,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,4125.41,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租雅房,115/07/01至116/06/30,無,一般轉租
買賣,萬華區,房地(土地+建物),,艋舺大道338號十樓之2,3.52,,1150329,土地:3建物:1車位:,,十層,,大樓(11層含以上有電梯),見其他登記事項,,,17.19,2,1,1,有,,,1723,100.23,否,,0,0,有,,,,,,,,
租賃,大同區,房屋,,重慶北路三段166號,0,,1150501,土地:建物:1車位:房間個數:,,見其他登記事項,002,透天厝,,,,88.91,6,2,5,有,無,冷氣9台、熱水器、洗衣機、電視機、冰箱、傢俱,10,0,-,,0,0,,,,,租賃標的：含增建或未登記建物。,整棟(戶)出租,115/05/01至118/06/30,無,一般轉租
買賣,中正區,房地(土地+建物),,臨沂街61巷28號四樓,1.7,,1150528,土地:1建物:1車位:,,"四層,陽臺",,華廈(10層含以下有電梯),住家用,,,5.16,4,2,2,有,,,375,72.67,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
買賣,大同區,房地(土地+建物),,興城街26巷7號,6.05,,1150320,土地:2建物:1車位:,,一層,,公寓(5樓含以下無電梯),,,,15.54,1,2,1,有,,,550,35.39,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
租賃,中山區,房屋,,建國北路二段89號六樓之1,0,,1150504,土地:建物:1車位:房間個數:0,,六層,007,華廈(10層含以下有電梯),住家用,,,13.85,1,1,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,1689.82,否,,0,0,,,,,其他：續租案件。 此案件租金總額為25000元，包含管理費1596元(由出租人負擔),獨立套房,115/05/15至116/05/14,有,社會住宅代管
買賣,內湖區,房地(土地+建物),,內湖路二段114之1號二樓,5.35,,1150518,土地:1建物:1車位:,,二層,,華廈(10層含以下有電梯),商業用,,,27.87,3,2,1,有,,,2250,80.73,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
租賃,士林區,房屋,,天玉街104號二樓之3,0,,1150505,土地:建物:1車位:房間個數:,,二層,008,華廈(10層含以下有電梯),住家用,,,12.81,1,1,1,有,有,無,2,1483.22,否,,0,0,,,,,,獨立套房,115/05/10至117/05/09,有,無
買賣,內湖區,土地,,康寧段四小段0517-0009地號,272.95,,1150527,土地:1建物:0車位:,,,,,,,,0,,,,無,,,1776,6.51,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地,,,,
買賣,文山區,房地(土地+建物),,福興路82巷5弄3號,6.33,,1150520,土地:1建物:1車位:,,一層,,公寓(5樓含以下無電梯),住家用,,,25.13,2,2,1,有,,,1300,51.73,否,,0,0,無,,,,,,,,
租賃,大同區,房屋,,重慶北路三段36號十樓之2,0,,1150506,土地:建物:1車位:房間個數:,,十層,014,住宅大樓(11層含以上有電梯),住家用,,,39.38,2,1,1,有,有,熱水器,6,1396.65,否,,0,0,,,,,,整棟(戶)出租,115/05/25至117/05/24,有,無
租賃,中山區,房屋,,農安街6號二樓之6,0,,1150507,土地:建物:1車位:房間個數:,,二層,014,住宅大樓(11層含以上有電梯),商業用,,,17.1,1,0,1,有,有,冷氣1台、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,6,3333.33,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、水費、電費、網路費、其他-電費600度內/月。,整棟(戶)出租,115/05/07至115/07/01,有,一般轉租
租賃,中山區,房屋,,中山北路一段53巷8號十二樓之7,2.18,,1150505,土地:1建物:1車位:房間個數:,,十二層,012,住宅大樓(11層含以上有電梯),住家用,,,14.62,1,1,1,有,有,冷氣2台、熱水器、瓦斯或天然氣,3,1709.99,否,,0,0,,,,,,整棟(戶)出租,115/05/10至117/05/09,有,無
租賃,中山區,房屋,,中山北路二段50巷23號三樓,0,,1150504,土地:建物:1車位:房間個數:,,三層,004,公寓(無電梯),住家用,,,19.28,1,1,1,有,無,冷氣2台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,1218.88,否,,0,0,,,,,,獨立套房,115/05/10至116/05/09,無,社會住宅代管
買賣,大同區,房地(土地+建物),,南京西路185巷7號三樓之6,2.62,,1150331,土地:1建物:1車位:,,三層,,華廈(10層含以下有電梯),商業用,,,13.16,1,1,1,有,,,1100,83.59,否,,0,0,有,,,,,,,,
租賃,文山區,房屋,,仙岩路26號六樓,0,,1150501,土地:建物:1車位:房間個數:,,六層,008,華廈(10層含以下有電梯),見其他登記事項,,,14.64,1,0,1,有,無,冷氣1台、熱水器、洗衣機、傢俱,2,1366.12,否,,0,0,,,,,其他：續租案件。,獨立套房,115/05/01至117/04/30,無,一般轉租
買賣,內湖區,房地(土地+建物),,環山路二段53巷6弄17號二樓,11.82,,1150319,土地:1建物:1車位:,,二層,,公寓(5樓含以下無電梯),住家用,,,24.16,3,2,1,有,,,1350,55.88,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,
租賃,松山區,房屋,,八德路三段165號五樓之5,0,,1150501,土地:建物:1車位:房間個數:,,五層,015,住宅大樓(11層含以上有電梯),見其他登記事項,,,25.88,2,2,1,有,有,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,5,1931.99,否,,0,0,,,,,租金：含下列其他衍生費用：管理費。其他：續租案件。,整棟(戶)出租,115/05/01至116/04/30,有,無
租賃,萬華區,房屋,,長沙街二段107號五樓,0,,1150505,土地:建物:車位:房間個數:1,,五層,011,住宅大樓(11層含以上有電梯),商業用,,,3.63,5,1,2,有,有,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,3388.43,否,,0,0,,,,,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,分租雅房,115/05/15至116/05/14,有,一般轉租
